question,reference_answer,answer,score,normalized_score,dataset,dataset_num
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",1) Kegunaannya untuk memberikan tenaga bagi tubuh kita 2) memberikan energi 3) memberikan lemak 4) memberikan efek kenyang bagi tubuh kita ,52.0,0.52,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",kesehetan pertumbuhan ,3.0,0.03,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh","menjaga metabolisme tubuh, menjaga, menjaga stamina tetap stabil, membuat seseorang bergairah, dan menjaga keseimbangan tubuh terutama keasaman tubuh ",13.0,0.13,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",1.Tenaga 2.Energi 3.Makanan 4.Nasi ,13.0,0.13,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",ntuk menambah energ ,12.0,0.12,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh","membuat tubuh tahan banting, agar membuat tubuh terlihat bugar, agar badan tidak lemas, agar tetap sehat ",7.0,0.07,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",Sumber tenaga. Sumber kalori. Membentuk massa otot. Memperkuat tulang ,15.0,0.15,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh","tenaga, kesehatan, tulang, dan tubuh ",8.0,0.08,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",nutrisi untuk tubuh menambah kekuatan mochi macho ,5.0,0.05,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh","sebagai tenaga, untuk mengganjel perut, untuk kesehatan, agar tidak kelaparan ",28.0,0.28,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",1. menambah tenaga ,13.0,0.13,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",mendapat tenaga ,13.0,0.13,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",1. Sumber Energi Tubuh 2. Mengendalikan Berat Badan 3. Karbohidrat untuk Mencegah Penyakit 4. Memelihara Kesehatan Jantung 5. Mendukung Fungsi Pencernaan 6. Meningkatkan Penyerapan Nutrisi 7. Mencegah Kerusakan Jaringan Otot 8. Mengatur Kenaikan Kadar Gula dalam Darah 9. Mencukupi Kebutuhan Fitonutrien 10. Mendukung Fungsi Otak 11. Mengatasi Kecemasan ,57.0,0.57,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",Karbohidrat merupakan salah satu komponen sebagai sumber tenaga dalam tubuh kita ,21.0,0.21,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",Kegunaan karbohidrat: -sumber energi -pengendalian berat badan -pencegahan penyakit ,18.0,0.18,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh","Karbohidrat digunakan untuk nutrisi tubuh, sumber energi, sebagai glukosa, dan memberikan tenaga cadangan. ",23.0,0.23,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",karbohidrat sebagai sumber energi bagi tubuh manusia ,19.0,0.19,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",karbohidrat berfungsi sebagai energi bagi tubuh dengan membakar karbohidrat menjadi kalori. ,25.0,0.25,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh","Menambah energi, Membuat kenyang, Membuat gemuk. ",32.0,0.32,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",Sebagai sumber energi dalam tubuh kita. ,18.0,0.18,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",sumber energi tubuh mengendalikan berat badan ,15.0,0.15,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",- Sebagai sumber energi tubuh - Mengendalikan Berat Badan. - Karbohidrat untuk mencegah penyakit - Memelihara Kesehatan Jantung - Mendukung fungsi pencernaan - Meningkatkan penyerapan nutrisi - mencegah kerusakan otot - Mengatur kenaikan kadar gula dalam darah - Mencukupi kebutuhan fitonutrien - Mendukung fungsi otak - Mengatasi kecemasan,53.0,0.53,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",sebagai sumber energi dalam tubuh ,18.0,0.18,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",Sebagai energi ,9.0,0.09,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",Kegunaan karbohidrat bagi tubuh adalah sebagai sumber energi bagi tubuh untuk melakukan aktivitas sehari hari. ,23.0,0.23,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh","karbohidrat memiliki bermacam-macam manfaat yaitu sebagai sumber energi tubuh, mengendalikan berat badan, mendukung fungsi pencernaan, mengatur kenaikan kadar gula dalam darah dan melancarkan fungsi pencernaan ",58.0,0.58,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",karbohidrat berguna sebagai pemberi energi agar tubuh kita memiliki tenaga dalam melakukan aktivitas sehari - hari. ,24.0,0.24,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh","- Mempunyai peran penting untuk proses metabolisme, atau proses yang berfungsi sebagai penyeimbang asam dan basa di dalam tubuh, serta proses untuk membentuk jaringan sel, struktur dan juga organ-organ dalam tubuh. - Karbohidrat dapat mencegah terjadinya ",33.0,0.33,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",kegunaannya adalah sebagai pemasok energi. Dalam 1 gram karbohidrat mampu menghasilkan 4 kkalori yang melalui proses pembakaran kimiawi di dalam tubuh akan menjadi sumber energi. ,26.0,0.26,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",- sumber energi tubuh - Mengendalikan Berat Badan - Karbohidrat untuk mencegah penyakit - Memelihara Kesehatan Jantung - Mendukung fungsi pencernaan - Meningkatkan penyerapan nutrisi - mencegah kerusakan jaringan otot - Mengatur kenaikan kadar gula dalam darah - Mencukupi kebutuhan fitonutrien - Mendukung fungsi otak - Mengatasi kecemasan,54.0,0.54,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",kegunaan karbohidrat adalah sebagai sumber energi bagi tubuh agar bisa melaksanakan aktivitas dengan lancar ,22.0,0.22,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",Mangan ,3.0,0.03,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",Untuk penambah stamina dalam tubuh kita dan untuk pencernaan. ,17.0,0.17,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",untuk menggantikan energi yang sudah terkuras ,15.0,0.15,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",Sebagai sumber energi. ,15.0,0.15,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",karbohidrat untuk tubuh kita berguna untuk sumber tenaga dan sebagai penyuplai energi agar badan selalu merasa segar dan bertenga. ,21.0,0.21,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",Manfaat karbohidrat yang utama yaitu sebagai sumber energi tubuh. ,21.0,0.21,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh","agar tubuh menjadi bersemangat dan sehat, kuat ",10.0,0.1,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",karbohidrat untuk menambah energi bagi tubuh kita ,20.0,0.2,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh","sebagai asupan yang dapat menambah energi, dan untuk mengatur kestabilan tubuh apabila dikonsumsi tidak berlebihan ",33.0,0.33,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",Untuk suplay energi. ,15.0,0.15,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh","Mempunyai peran penting untuk proses metabolisme, atau proses yang berfungsi sebagai penyeimbang asam dan basa di dalam tubuh, serta proses untuk membentuk jaringan sel, struktur dan juga organ-organ dalam tubuh. Karbohidrat dapat mencegah terjadinya ketidaksempurnaan proses oksidasi lemak Fungsi karbohidrat yang utama adalah sebagai pemasok energi. Dalam 1 gram karbohidrat mampu menghasilkan 4 kkalori yang melalui proses pembakaran kimiawi di dalam tubuh akan menjadi sumber energi. ,Makanan ber-karbohidrat dan serat tinggi dapat membantu memperlancar proses pada pencernaan Karena sifat kandungan yang ada dalam karbohidrat yang manis, maka fungsi karbohidrat kali ini adalah sebagai pemanis alami, khususnya dengan kandungan monosakarida dan disakarida Fungsi karbohidrat juga berperan penting untuk mengoptimalkan kerja protein. Karena apabila tubuh mengalami kekurangan asupan karbohidrat, maka protein akan menggantikan fungsi karbohidrat sebagai penghasil energi dan zat pembentuk tubuh. ",79.0,0.79,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",membuat tubuh tidak lapar. ,18.0,0.18,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",karbohidrat berguna untuk menambah energi pada tubuh kita ,20.0,0.2,analisis_essay,analisis_essay-1
Jelaskan kegunaan karbohidrat untuk tubuh kita.,"Fungsi karbohidrat adalah sebagai pemasok energi, dapat memperlancar proses pada pencernaan, memberikan efek kenyang dengan kandungan selulosa-nya dan penyeimbang asam dan basa dalam tubuh",karbohidrak untuk tubuh manusia berguna untuk memberikan energi bagi tubuh kita. ,21.0,0.21,analisis_essay,analisis_essay-1
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,- Menyehatkan tubuh - Memperkuat otot-otot - Menjernihkan pikiran - Terhindar dari berbagai penyakit - Membentuk Metabolisme tubuh,47.0,0.47,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,1. Meringankan Kerja Jantung. 2. Melancarkan Aliran Darah. 3. Mencegah Terjadinya Obesitas. 4. Meningkatkan Pertumbuhan Tulang Dan Gigi. 5. Meningkatkan Sistem Imun ,20.0,0.2,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"refresing, kesehatan otot, syaraf-syaraf mejadi semakit rilexs,pembentukan fisik,kelincahan bergerak ",23.0,0.23,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,1. Menjaga kondisi fisik tetap prima. 2. Menghilangkan stress. 3. Mengurangi lemak. 4. Melancarkan sistem pencernaan. 5. Membentuk tubuh ideal. ,28.0,0.28,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,sehat ,6.0,0.06,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"Membantu mengontrol berat badan, Meningkatkan energi, Manfaat olahraga dalam mencegah berbagai penyakit, Memelihara kekebalan tubuh, Membantu meningkatkan kecerdasan otak. ",32.0,0.32,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"untuk memperlancar sistem peredaran darah, memberi energi pada tubuh, menghilangkan racun dalam tubuh, serta melatih otot tubuh agar tetap kuat, dan menghilangkan stress ",44.0,0.44,analisis_essay,analisis_essay-11
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",-Mengurangi stress - Membentuk otot tubuh dan mengencangkan otot - Membakar lemak - Menghindarkan dari penyakit - Membuat organ tubuh lebih sehat - Meningkatkan stamina - Menghindari penuaan dini,"Manfaat olahraga untuk kesehatan tubuh kita memang sudah lama terbukti. Latihan olahraga penting tidak hanya penting untuk memelihara kebugaran fisik tetapi juga kesehatan mental. Sekarang daftar efek positif dari olahraga akan bertambah panjang lagi dengan adanya temuan bukti baru dari Daniel M. Landers, profesor ilmu kesehatan fisik dan olahraga dari Univeritas Arizona. Cukup dengan menggerakkan tubuh selama 10 menit setiap hari kesehatan mental kita akan meningkat cepat. Selain itu daya pikir akan bertambah jernih dan yang menggembirakan dapat mengurangi ketegangan alias stress serta membuat perasaan menjadi riang selalu. Menurut Landers ada lima manfaat olahraga yang dapat menyehatkan mental kita. Mari kita simak satu per satu. ",23.0,0.23,analisis_essay,analisis_essay-11
